TIME,GEO,FORD,SEX,PROF_POS,SECTPERF,VALUE
2020,FR,TOTAL,F,TOTAL,TOTAL,220811
2021,FR,TOTAL,F,TOTAL,TOTAL,228201
2022,FR,TOTAL,F,TOTAL,TOTAL,227868
2002,HR,TOTAL,F,TOTAL,TOTAL,8146
2003,HR,TOTAL,F,TOTAL,TOTAL,8478
2004,HR,TOTAL,F,TOTAL,TOTAL,9322
2005,HR,TOTAL,F,TOTAL,TOTAL,7611
2006,HR,TOTAL,F,TOTAL,TOTAL,7818
2007,HR,TOTAL,F,TOTAL,TOTAL,8381
2008,HR,TOTAL,F,TOTAL,TOTAL,8620
2009,HR,TOTAL,F,TOTAL,TOTAL,8972
2010,HR,TOTAL,F,TOTAL,TOTAL,9241
2011,HR,TOTAL,F,TOTAL,TOTAL,8680
2012,HR,TOTAL,F,TOTAL,TOTAL,8510
2013,HR,TOTAL,F,TOTAL,TOTAL,8490
2014,HR,TOTAL,F,TOTAL,TOTAL,8312
2015,HR,TOTAL,F,TOTAL,TOTAL,8789
2016,HR,TOTAL,F,TOTAL,TOTAL,9430
2017,HR,TOTAL,F,TOTAL,TOTAL,9971
2018,HR,TOTAL,F,TOTAL,TOTAL,10661
2019,HR,TOTAL,F,TOTAL,TOTAL,11784
2020,HR,TOTAL,F,TOTAL,TOTAL,12553
2021,HR,TOTAL,F,TOTAL,TOTAL,13247
2022,HR,TOTAL,F,TOTAL,TOTAL,13448
2000,IT,TOTAL,F,TOTAL,TOTAL,76890
2001,IT,TOTAL,F,TOTAL,TOTAL,81251
2002,IT,TOTAL,F,TOTAL,TOTAL,88165
2003,IT,TOTAL,F,TOTAL,TOTAL,88978
2004,IT,TOTAL,F,TOTAL,TOTAL,93705
2005,IT,TOTAL,F,TOTAL,TOTAL,103859
2006,IT,TOTAL,F,TOTAL,TOTAL,113931
2007,IT,TOTAL,F,TOTAL,TOTAL,122263
2008,IT,TOTAL,F,TOTAL,TOTAL,125723
2009,IT,TOTAL,F,TOTAL,TOTAL,126936
2010,IT,TOTAL,F,TOTAL,TOTAL,124231
2011,IT,TOTAL,F,TOTAL,TOTAL,124924
2012,IT,TOTAL,F,TOTAL,TOTAL,131758
2013,IT,TOTAL,F,TOTAL,TOTAL,132408
2014,IT,TOTAL,F,TOTAL,TOTAL,130845
2015,IT,TOTAL,F,TOTAL,TOTAL,137339
2016,IT,TOTAL,F,TOTAL,TOTAL,145553
2017,IT,TOTAL,F,TOTAL,TOTAL,156044
2018,IT,TOTAL,F,TOTAL,TOTAL,167683
2019,IT,TOTAL,F,TOTAL,TOTAL,176374
2020,IT,TOTAL,F,TOTAL,TOTAL,171053
2021,IT,TOTAL,F,TOTAL,TOTAL,170205
2022,IT,TOTAL,F,TOTAL,TOTAL,174289
2000,CY,TOTAL,F,TOTAL,TOTAL,594
2001,CY,TOTAL,F,TOTAL,TOTAL,656
2002,CY,TOTAL,F,TOTAL,TOTAL,760
2003,CY,TOTAL,F,TOTAL,TOTAL,808
2004,CY,TOTAL,F,TOTAL,TOTAL,869
2005,CY,TOTAL,F,TOTAL,TOTAL,940
2006,CY,TOTAL,F,TOTAL,TOTAL,972
2007,CY,TOTAL,F,TOTAL,TOTAL,957
2008,CY,TOTAL,F,TOTAL,TOTAL,951
2009,CY,TOTAL,F,TOTAL,TOTAL,1052
2010,CY,TOTAL,F,TOTAL,TOTAL,1050
2011,CY,TOTAL,F,TOTAL,TOTAL,1139
2012,CY,TOTAL,F,TOTAL,TOTAL,1126
2013,CY,TOTAL,F,TOTAL,TOTAL,1244
2014,CY,TOTAL,F,TOTAL,TOTAL,1245
2015,CY,TOTAL,F,TOTAL,TOTAL,1217
2016,CY,TOTAL,F,TOTAL,TOTAL,1278
2017,CY,TOTAL,F,TOTAL,TOTAL,1373
2018,CY,TOTAL,F,TOTAL,TOTAL,1502
2019,CY,TOTAL,F,TOTAL,TOTAL,1660
2020,CY,TOTAL,F,TOTAL,TOTAL,1700
2021,CY,TOTAL,F,TOTAL,TOTAL,1716
2000,LV,TOTAL,F,TOTAL,TOTAL,4210
2001,LV,TOTAL,F,TOTAL,TOTAL,4587
2002,LV,TOTAL,F,TOTAL,TOTAL,5008
2003,LV,TOTAL,F,TOTAL,TOTAL,4361
2004,LV,TOTAL,F,TOTAL,TOTAL,4488
2005,LV,TOTAL,F,TOTAL,TOTAL,4904
2006,LV,TOTAL,F,TOTAL,TOTAL,5452
2007,LV,TOTAL,F,TOTAL,TOTAL,6017
2008,LV,TOTAL,F,TOTAL,TOTAL,5986
2009,LV,TOTAL,F,TOTAL,TOTAL,4921
2010,LV,TOTAL,F,TOTAL,TOTAL,4597
2011,LV,TOTAL,F,TOTAL,TOTAL,5429
2012,LV,TOTAL,F,TOTAL,TOTAL,5918
2013,LV,TOTAL,F,TOTAL,TOTAL,5472
2015,LV,TOTAL,F,TOTAL,TOTAL,6025
2016,LV,TOTAL,F,TOTAL,TOTAL,6022
2017,LV,TOTAL,F,TOTAL,TOTAL,6214
2018,LV,TOTAL,F,TOTAL,TOTAL,6476
2019,LV,TOTAL,F,TOTAL,TOTAL,6730
2020,LV,TOTAL,F,TOTAL,TOTAL,7165
2021,LV,TOTAL,F,TOTAL,TOTAL,7174
2022,LV,TOTAL,F,TOTAL,TOTAL,7850
2000,LT,TOTAL,F,TOTAL,TOTAL,7338
2001,LT,TOTAL,F,TOTAL,TOTAL,8054
2002,LT,TOTAL,F,TOTAL,TOTAL,7263
2003,LT,TOTAL,F,TOTAL,TOTAL,7797
2004,LT,TOTAL,F,TOTAL,TOTAL,8828
2005,LT,TOTAL,F,TOTAL,TOTAL,8710
2006,LT,TOTAL,F,TOTAL,TOTAL,8825
2007,LT,TOTAL,F,TOTAL,TOTAL,10066
2008,LT,TOTAL,F,TOTAL,TOTAL,10081
2009,LT,TOTAL,F,TOTAL,TOTAL,10113
2010,LT,TOTAL,F,TOTAL,TOTAL,10111
2011,LT,TOTAL,F,TOTAL,TOTAL,12138
2012,LT,TOTAL,F,TOTAL,TOTAL,12100
2013,LT,TOTAL,F,TOTAL,TOTAL,12222
2014,LT,TOTAL,F,TOTAL,TOTAL,12647
2015,LT,TOTAL,F,TOTAL,TOTAL,11447
2016,LT,TOTAL,F,TOTAL,TOTAL,11851
2017,LT,TOTAL,F,TOTAL,TOTAL,11989
2018,LT,TOTAL,F,TOTAL,TOTAL,12190
2019,LT,TOTAL,F,TOTAL,TOTAL,12280
2020,LT,TOTAL,F,TOTAL,TOTAL,12931
2021,LT,TOTAL,F,TOTAL,TOTAL,12760
2022,LT,TOTAL,F,TOTAL,TOTAL,12997
2003,LU,TOTAL,F,TOTAL,TOTAL,948
2005,LU,TOTAL,F,TOTAL,TOTAL,1068
2007,LU,TOTAL,F,TOTAL,TOTAL,2019
2009,LU,TOTAL,F,TOTAL,TOTAL,1633
2011,LU,TOTAL,F,TOTAL,TOTAL,1549
2013,LU,TOTAL,F,TOTAL,TOTAL,1412
2014,LU,TOTAL,F,TOTAL,TOTAL,1165
2015,LU,TOTAL,F,TOTAL,TOTAL,1691
2017,LU,TOTAL,F,TOTAL,TOTAL,1801
2019,LU,TOTAL,F,TOTAL,TOTAL,1936
2021,LU,TOTAL,F,TOTAL,TOTAL,1973
2000,HU,TOTAL,F,TOTAL,TOTAL,20407
2001,HU,TOTAL,F,TOTAL,TOTAL,20554
2002,HU,TOTAL,F,TOTAL,TOTAL,22246
2003,HU,TOTAL,F,TOTAL,TOTAL,22549
2004,HU,TOTAL,F,TOTAL,TOTAL,23532
2005,HU,TOTAL,F,TOTAL,TOTAL,23213
2006,HU,TOTAL,F,TOTAL,TOTAL,22423
2007,HU,TOTAL,F,TOTAL,TOTAL,21511
2008,HU,TOTAL,F,TOTAL,TOTAL,21653
2009,HU,TOTAL,F,TOTAL,TOTAL,21885
2010,HU,TOTAL,F,TOTAL,TOTAL,22104
2011,HU,TOTAL,F,TOTAL,TOTAL,22245
2012,HU,TOTAL,F,TOTAL,TOTAL,22221
2013,HU,TOTAL,F,TOTAL,TOTAL,22467
2014,HU,TOTAL,F,TOTAL,TOTAL,21859
2015,HU,TOTAL,F,TOTAL,TOTAL,21918
2016,HU,TOTAL,F,TOTAL,TOTAL,20903
2017,HU,TOTAL,F,TOTAL,TOTAL,22712
2018,HU,TOTAL,F,TOTAL,TOTAL,26177
2019,HU,TOTAL,F,TOTAL,TOTAL,30158
2020,HU,TOTAL,F,TOTAL,TOTAL,29354
2021,HU,TOTAL,F,TOTAL,TOTAL,30503
2022,HU,TOTAL,F,TOTAL,TOTAL,31272
2004,MT,TOTAL,F,TOTAL,TOTAL,369
2005,MT,TOTAL,F,TOTAL,TOTAL,426
2006,MT,TOTAL,F,TOTAL,TOTAL,453
2007,MT,TOTAL,F,TOTAL,TOTAL,423
2008,MT,TOTAL,F,TOTAL,TOTAL,499
2009,MT,TOTAL,F,TOTAL,TOTAL,479
2010,MT,TOTAL,F,TOTAL,TOTAL,539
2011,MT,TOTAL,F,TOTAL,TOTAL,612
2012,MT,TOTAL,F,TOTAL,TOTAL,728
2013,MT,TOTAL,F,TOTAL,TOTAL,713
2014,MT,TOTAL,F,TOTAL,TOTAL,723
2015,MT,TOTAL,F,TOTAL,TOTAL,755
2016,MT,TOTAL,F,TOTAL,TOTAL,761
2017,MT,TOTAL,F,TOTAL,TOTAL,859
2018,MT,TOTAL,F,TOTAL,TOTAL,890
2019,MT,TOTAL,F,TOTAL,TOTAL,918
2020,MT,TOTAL,F,TOTAL,TOTAL,975
2021,MT,TOTAL,F,TOTAL,TOTAL,1111
2022,MT,TOTAL,F,TOTAL,TOTAL,1269
2001,NL,TOTAL,F,TOTAL,TOTAL,26573
2003,NL,TOTAL,F,TOTAL,TOTAL,26918
2005,NL,TOTAL,F,TOTAL,TOTAL,28999
2007,NL,TOTAL,F,TOTAL,TOTAL,31974
2009,NL,TOTAL,F,TOTAL,TOTAL,31273
2011,NL,TOTAL,F,TOTAL,TOTAL,43852
2012,NL,TOTAL,F,TOTAL,TOTAL,48653
2013,NL,TOTAL,F,TOTAL,TOTAL,50766
2014,NL,TOTAL,F,TOTAL,TOTAL,51228
2015,NL,TOTAL,F,TOTAL,TOTAL,53035
2016,NL,TOTAL,F,TOTAL,TOTAL,56364
2017,NL,TOTAL,F,TOTAL,TOTAL,57344
2018,NL,TOTAL,F,TOTAL,TOTAL,60469
2019,NL,TOTAL,F,TOTAL,TOTAL,65160
2020,NL,TOTAL,F,TOTAL,TOTAL,68798
2021,NL,TOTAL,F,TOTAL,TOTAL,73410
2022,NL,TOTAL,F,TOTAL,TOTAL,75488
2002,AT,TOTAL,F,TOTAL,TOTAL,18542
2004,AT,TOTAL,F,TOTAL,TOTAL,21911
2006,AT,TOTAL,F,TOTAL,TOTAL,24730
2007,AT,TOTAL,F,TOTAL,TOTAL,26571
2009,AT,TOTAL,F,TOTAL,TOTAL,29979
2011,AT,TOTAL,F,TOTAL,TOTAL,33014
2013,AT,TOTAL,F,TOTAL,TOTAL,35719
2015,AT,TOTAL,F,TOTAL,TOTAL,38084
2017,AT,TOTAL,F,TOTAL,TOTAL,40094
2019,AT,TOTAL,F,TOTAL,TOTAL,44293
2021,AT,TOTAL,F,TOTAL,TOTAL,46456
2000,PL,TOTAL,F,TOTAL,TOTAL,54326
2003,PL,TOTAL,F,TOTAL,TOTAL,55294
2004,PL,TOTAL,F,TOTAL,TOTAL,55303
2005,PL,TOTAL,F,TOTAL,TOTAL,52645
2006,PL,TOTAL,F,TOTAL,TOTAL,51590
2007,PL,TOTAL,F,TOTAL,TOTAL,51823
2008,PL,TOTAL,F,TOTAL,TOTAL,50890
2009,PL,TOTAL,F,TOTAL,TOTAL,50501
2010,PL,TOTAL,F,TOTAL,TOTAL,53633
2011,PL,TOTAL,F,TOTAL,TOTAL,54556
2012,PL,TOTAL,F,TOTAL,TOTAL,56190
2013,PL,TOTAL,F,TOTAL,TOTAL,57998
2014,PL,TOTAL,F,TOTAL,TOTAL,60319
2015,PL,TOTAL,F,TOTAL,TOTAL,61613
2016,PL,TOTAL,F,TOTAL,TOTAL,67078
2017,PL,TOTAL,F,TOTAL,TOTAL,95278
2018,PL,TOTAL,F,TOTAL,TOTAL,104211
2019,PL,TOTAL,F,TOTAL,TOTAL,105685
2020,PL,TOTAL,F,TOTAL,TOTAL,109481
2021,PL,TOTAL,F,TOTAL,TOTAL,116764
2022,PL,TOTAL,F,TOTAL,TOTAL,120716
2003,PT,TOTAL,F,TOTAL,TOTAL,19562
2004,PT,TOTAL,F,TOTAL,TOTAL,19682
2005,PT,TOTAL,F,TOTAL,TOTAL,19801
2006,PT,TOTAL,F,TOTAL,TOTAL,23053
2007,PT,TOTAL,F,TOTAL,TOTAL,26305
2008,PT,TOTAL,F,TOTAL,TOTAL,36715
2009,PT,TOTAL,F,TOTAL,TOTAL,38461
2010,PT,TOTAL,F,TOTAL,TOTAL,39424
2011,PT,TOTAL,F,TOTAL,TOTAL,40185
2012,PT,TOTAL,F,TOTAL,TOTAL,40885
2013,PT,TOTAL,F,TOTAL,TOTAL,42042
2014,PT,TOTAL,F,TOTAL,TOTAL,42867
2015,PT,TOTAL,F,TOTAL,TOTAL,46367
2016,PT,TOTAL,F,TOTAL,TOTAL,45077
2017,PT,TOTAL,F,TOTAL,TOTAL,47517
2018,PT,TOTAL,F,TOTAL,TOTAL,50661
2019,PT,TOTAL,F,TOTAL,TOTAL,52948
2020,PT,TOTAL,F,TOTAL,TOTAL,55986
2021,PT,TOTAL,F,TOTAL,TOTAL,59373
2022,PT,TOTAL,F,TOTAL,TOTAL,61885
2000,RO,TOTAL,F,TOTAL,TOTAL,17114
2001,RO,TOTAL,F,TOTAL,TOTAL,17511
2002,RO,TOTAL,F,TOTAL,TOTAL,17818
2003,RO,TOTAL,F,TOTAL,TOTAL,18334
2004,RO,TOTAL,F,TOTAL,TOTAL,18352
2005,RO,TOTAL,F,TOTAL,TOTAL,19280
2006,RO,TOTAL,F,TOTAL,TOTAL,18834
2007,RO,TOTAL,F,TOTAL,TOTAL,19544
2008,RO,TOTAL,F,TOTAL,TOTAL,19988
2009,RO,TOTAL,F,TOTAL,TOTAL,19373
2010,RO,TOTAL,F,TOTAL,TOTAL,17639
2011,RO,TOTAL,F,TOTAL,TOTAL,19596
2012,RO,TOTAL,F,TOTAL,TOTAL,19774
2013,RO,TOTAL,F,TOTAL,TOTAL,20150
2014,RO,TOTAL,F,TOTAL,TOTAL,19877
2015,RO,TOTAL,F,TOTAL,TOTAL,19913
2016,RO,TOTAL,F,TOTAL,TOTAL,20350
2017,RO,TOTAL,F,TOTAL,TOTAL,20535
2018,RO,TOTAL,F,TOTAL,TOTAL,20172
2019,RO,TOTAL,F,TOTAL,TOTAL,20252
2020,RO,TOTAL,F,TOTAL,TOTAL,21216
2021,RO,TOTAL,F,TOTAL,TOTAL,21617
2022,RO,TOTAL,F,TOTAL,TOTAL,22123
2000,SI,TOTAL,F,TOTAL,TOTAL,4962
2001,SI,TOTAL,F,TOTAL,TOTAL,4971
2002,SI,TOTAL,F,TOTAL,TOTAL,4808
2003,SI,TOTAL,F,TOTAL,TOTAL,3501
2004,SI,TOTAL,F,TOTAL,TOTAL,3798
2005,SI,TOTAL,F,TOTAL,TOTAL,4916
2006,SI,TOTAL,F,TOTAL,TOTAL,5329
2007,SI,TOTAL,F,TOTAL,TOTAL,5541
2008,SI,TOTAL,F,TOTAL,TOTAL,6191
2009,SI,TOTAL,F,TOTAL,TOTAL,6436
2010,SI,TOTAL,F,TOTAL,TOTAL,6856
2011,SI,TOTAL,F,TOTAL,TOTAL,7862
2012,SI,TOTAL,F,TOTAL,TOTAL,7583
2013,SI,TOTAL,F,TOTAL,TOTAL,7639
2014,SI,TOTAL,F,TOTAL,TOTAL,7552
2015,SI,TOTAL,F,TOTAL,TOTAL,7282
2016,SI,TOTAL,F,TOTAL,TOTAL,6909
2017,SI,TOTAL,F,TOTAL,TOTAL,7496
2018,SI,TOTAL,F,TOTAL,TOTAL,8289
2019,SI,TOTAL,F,TOTAL,TOTAL,8784
2020,SI,TOTAL,F,TOTAL,TOTAL,8965
2021,SI,TOTAL,F,TOTAL,TOTAL,9172
2022,SI,TOTAL,F,TOTAL,TOTAL,9197
2002,SK,TOTAL,F,TOTAL,TOTAL,9099
2003,SK,TOTAL,F,TOTAL,TOTAL,9300
2004,SK,TOTAL,F,TOTAL,TOTAL,9650
2005,SK,TOTAL,F,TOTAL,TOTAL,9662
2006,SK,TOTAL,F,TOTAL,TOTAL,10175
2007,SK,TOTAL,F,TOTAL,TOTAL,10468
2008,SK,TOTAL,F,TOTAL,TOTAL,10467
2009,SK,TOTAL,F,TOTAL,TOTAL,11220
2010,SK,TOTAL,F,TOTAL,TOTAL,12303
2011,SK,TOTAL,F,TOTAL,TOTAL,12464
2012,SK,TOTAL,F,TOTAL,TOTAL,12441
2013,SK,TOTAL,F,TOTAL,TOTAL,12020
2014,SK,TOTAL,F,TOTAL,TOTAL,12386
2015,SK,TOTAL,F,TOTAL,TOTAL,12242
2016,SK,TOTAL,F,TOTAL,TOTAL,14086
2017,SK,TOTAL,F,TOTAL,TOTAL,13986
2018,SK,TOTAL,F,TOTAL,TOTAL,14583
2019,SK,TOTAL,F,TOTAL,TOTAL,14674
2020,SK,TOTAL,F,TOTAL,TOTAL,14769
2021,SK,TOTAL,F,TOTAL,TOTAL,15083
2022,SK,TOTAL,F,TOTAL,TOTAL,15422
2000,FI,TOTAL,F,TOTAL,TOTAL,21830
2001,FI,TOTAL,F,TOTAL,TOTAL,22580
2002,FI,TOTAL,F,TOTAL,TOTAL,24360
2003,FI,TOTAL,F,TOTAL,TOTAL,24804
2004,FI,TOTAL,F,TOTAL,TOTAL,25770
2005,FI,TOTAL,F,TOTAL,TOTAL,26408
2006,FI,TOTAL,F,TOTAL,TOTAL,27754
2007,FI,TOTAL,F,TOTAL,TOTAL,27607
2008,FI,TOTAL,F,TOTAL,TOTAL,27073
2009,FI,TOTAL,F,TOTAL,TOTAL,27037
2010,FI,TOTAL,F,TOTAL,TOTAL,27388
2011,FI,TOTAL,F,TOTAL,TOTAL,27467
2012,FI,TOTAL,F,TOTAL,TOTAL,26966
2013,FI,TOTAL,F,TOTAL,TOTAL,26228
2014,FI,TOTAL,F,TOTAL,TOTAL,26038
2015,FI,TOTAL,F,TOTAL,TOTAL,25390
2016,FI,TOTAL,F,TOTAL,TOTAL,24471
2017,FI,TOTAL,F,TOTAL,TOTAL,25148
2018,FI,TOTAL,F,TOTAL,TOTAL,26142
2019,FI,TOTAL,F,TOTAL,TOTAL,26964
2020,FI,TOTAL,F,TOTAL,TOTAL,28316
2021,FI,TOTAL,F,TOTAL,TOTAL,30840
2001,SE,TOTAL,F,TOTAL,TOTAL,40163
2003,SE,TOTAL,F,TOTAL,TOTAL,39087
2005,SE,TOTAL,F,TOTAL,TOTAL,41058
2007,SE,TOTAL,F,TOTAL,TOTAL,41490
2009,SE,TOTAL,F,TOTAL,TOTAL,41676
2011,SE,TOTAL,F,TOTAL,TOTAL,47206
2013,SE,TOTAL,F,TOTAL,TOTAL,48562
2015,SE,TOTAL,F,TOTAL,TOTAL,50638
2017,SE,TOTAL,F,TOTAL,TOTAL,46353
2019,SE,TOTAL,F,TOTAL,TOTAL,48477
2021,SE,TOTAL,F,TOTAL,TOTAL,59178
2001,IS,TOTAL,F,TOTAL,TOTAL,2077
2002,IS,TOTAL,F,TOTAL,TOTAL,1971
2003,IS,TOTAL,F,TOTAL,TOTAL,2340
2005,IS,TOTAL,F,TOTAL,TOTAL,2361
2006,IS,TOTAL,F,TOTAL,TOTAL,2501
2007,IS,TOTAL,F,TOTAL,TOTAL,2186
2008,IS,TOTAL,F,TOTAL,TOTAL,2284
2009,IS,TOTAL,F,TOTAL,TOTAL,2231
2011,IS,TOTAL,F,TOTAL,TOTAL,1929
2017,IS,TOTAL,F,TOTAL,TOTAL,2555
2018,IS,TOTAL,F,TOTAL,TOTAL,2526
2021,IS,TOTAL,F,TOTAL,TOTAL,3277
2022,IS,TOTAL,F,TOTAL,TOTAL,3440
2003,NO,TOTAL,F,TOTAL,TOTAL,16800
2005,NO,TOTAL,F,TOTAL,TOTAL,18689
2007,NO,TOTAL,F,TOTAL,TOTAL,21950
2008,NO,TOTAL,F,TOTAL,TOTAL,23516
2009,NO,TOTAL,F,TOTAL,TOTAL,24346
2010,NO,TOTAL,F,TOTAL,TOTAL,24667
2011,NO,TOTAL,F,TOTAL,TOTAL,25213
2012,NO,TOTAL,F,TOTAL,TOTAL,25632
2013,NO,TOTAL,F,TOTAL,TOTAL,26921
2014,NO,TOTAL,F,TOTAL,TOTAL,28363
2015,NO,TOTAL,F,TOTAL,TOTAL,29888
2016,NO,TOTAL,F,TOTAL,TOTAL,31306
2017,NO,TOTAL,F,TOTAL,TOTAL,33526
2018,NO,TOTAL,F,TOTAL,TOTAL,34494
2019,NO,TOTAL,F,TOTAL,TOTAL,35160
2020,NO,TOTAL,F,TOTAL,TOTAL,35340
2021,NO,TOTAL,F,TOTAL,TOTAL,37795
2022,NO,TOTAL,F,TOTAL,TOTAL,39282
2000,CH,TOTAL,F,TOTAL,TOTAL,24105
2004,CH,TOTAL,F,TOTAL,TOTAL,26105
2008,CH,TOTAL,F,TOTAL,TOTAL,31661
2012,CH,TOTAL,F,TOTAL,TOTAL,41015
2015,CH,TOTAL,F,TOTAL,TOTAL,42223
2017,CH,TOTAL,F,TOTAL,TOTAL,44197
2019,CH,TOTAL,F,TOTAL,TOTAL,47674
2021,CH,TOTAL,F,TOTAL,TOTAL,50755
2005,UK,TOTAL,F,TOTAL,TOTAL,167785
2007,UK,TOTAL,F,TOTAL,TOTAL,181684
2009,UK,TOTAL,F,TOTAL,TOTAL,189006
2010,UK,TOTAL,F,TOTAL,TOTAL,194417
2011,UK,TOTAL,F,TOTAL,TOTAL,204655
2012,UK,TOTAL,F,TOTAL,TOTAL,209251
2013,UK,TOTAL,F,TOTAL,TOTAL,222115
2014,UK,TOTAL,F,TOTAL,TOTAL,227672
2015,UK,TOTAL,F,TOTAL,TOTAL,243246
2016,UK,TOTAL,F,TOTAL,TOTAL,252065
2017,UK,TOTAL,F,TOTAL,TOTAL,262382
2018,UK,TOTAL,F,TOTAL,TOTAL,272035
2012,BA,TOTAL,F,TOTAL,TOTAL,752
2013,BA,TOTAL,F,TOTAL,TOTAL,954
2014,BA,TOTAL,F,TOTAL,TOTAL,1515
2019,BA,TOTAL,F,TOTAL,TOTAL,1496
2020,BA,TOTAL,F,TOTAL,TOTAL,1237
2021,BA,TOTAL,F,TOTAL,TOTAL,1286
2011,ME,TOTAL,F,TOTAL,TOTAL,1162
2013,ME,TOTAL,F,TOTAL,TOTAL,1239
2014,ME,TOTAL,F,TOTAL,TOTAL,1231
2015,ME,TOTAL,F,TOTAL,TOTAL,1194
2017,ME,TOTAL,F,TOTAL,TOTAL,1227
2018,ME,TOTAL,F,TOTAL,TOTAL,1313
2019,ME,TOTAL,F,TOTAL,TOTAL,1293
2005,MK,TOTAL,F,TOTAL,TOTAL,1605
2006,MK,TOTAL,F,TOTAL,TOTAL,1560
2007,MK,TOTAL,F,TOTAL,TOTAL,1584
2008,MK,TOTAL,F,TOTAL,TOTAL,1491
2009,MK,TOTAL,F,TOTAL,TOTAL,1321
2010,MK,TOTAL,F,TOTAL,TOTAL,1511
2011,MK,TOTAL,F,TOTAL,TOTAL,1255
2012,MK,TOTAL,F,TOTAL,TOTAL,1546
2015,MK,TOTAL,F,TOTAL,TOTAL,2165
2016,MK,TOTAL,F,TOTAL,TOTAL,2257
2017,MK,TOTAL,F,TOTAL,TOTAL,2122
2018,MK,TOTAL,F,TOTAL,TOTAL,2196
2019,MK,TOTAL,F,TOTAL,TOTAL,2141
2020,MK,TOTAL,F,TOTAL,TOTAL,2248
2022,MK,TOTAL,F,TOTAL,TOTAL,1869
2008,RS,TOTAL,F,TOTAL,TOTAL,9900
2009,RS,TOTAL,F,TOTAL,TOTAL,10243
2010,RS,TOTAL,F,TOTAL,TOTAL,9815
2011,RS,TOTAL,F,TOTAL,TOTAL,10030
2012,RS,TOTAL,F,TOTAL,TOTAL,9954
2013,RS,TOTAL,F,TOTAL,TOTAL,10793
2014,RS,TOTAL,F,TOTAL,TOTAL,10863
2015,RS,TOTAL,F,TOTAL,TOTAL,11695
2016,RS,TOTAL,F,TOTAL,TOTAL,11533
2017,RS,TOTAL,F,TOTAL,TOTAL,11411
2018,RS,TOTAL,F,TOTAL,TOTAL,11645
2019,RS,TOTAL,F,TOTAL,TOTAL,11867
2020,RS,TOTAL,F,TOTAL,TOTAL,12413
2021,RS,TOTAL,F,TOTAL,TOTAL,12488
2022,RS,TOTAL,F,TOTAL,TOTAL,13093
2000,TR,TOTAL,F,TOTAL,TOTAL,25028
2001,TR,TOTAL,F,TOTAL,TOTAL,25377
2002,TR,TOTAL,F,TOTAL,TOTAL,27138
2003,TR,TOTAL,F,TOTAL,TOTAL,28480
2004,TR,TOTAL,F,TOTAL,TOTAL,30008
2005,TR,TOTAL,F,TOTAL,TOTAL,32784
2006,TR,TOTAL,F,TOTAL,TOTAL,35411
2007,TR,TOTAL,F,TOTAL,TOTAL,40614
2008,TR,TOTAL,F,TOTAL,TOTAL,42366
2009,TR,TOTAL,F,TOTAL,TOTAL,45285
2010,TR,TOTAL,F,TOTAL,TOTAL,48755
2011,TR,TOTAL,F,TOTAL,TOTAL,54140
2012,TR,TOTAL,F,TOTAL,TOTAL,61762
2013,TR,TOTAL,F,TOTAL,TOTAL,66195
2014,TR,TOTAL,F,TOTAL,TOTAL,73726
2015,TR,TOTAL,F,TOTAL,TOTAL,72979
2016,TR,TOTAL,F,TOTAL,TOTAL,87328
2017,TR,TOTAL,F,TOTAL,TOTAL,95462
2018,TR,TOTAL,F,TOTAL,TOTAL,99369
2019,TR,TOTAL,F,TOTAL,TOTAL,107545
2020,TR,TOTAL,F,TOTAL,TOTAL,115876
2021,TR,TOTAL,F,TOTAL,TOTAL,126288
2022,TR,TOTAL,F,TOTAL,TOTAL,139229
2000,BG,FORD1,F,TOTAL,TOTAL,2518
2001,BG,FORD1,F,TOTAL,TOTAL,2671
2002,BG,FORD1,F,TOTAL,TOTAL,2745
2003,BG,FORD1,F,TOTAL,TOTAL,2553
2004,BG,FORD1,F,TOTAL,TOTAL,2656
2005,BG,FORD1,F,TOTAL,TOTAL,2812
2006,BG,FORD1,F,TOTAL,TOTAL,2819
2007,BG,FORD1,F,TOTAL,TOTAL,2741
2008,BG,FORD1,F,TOTAL,TOTAL,2693
2009,BG,FORD1,F,TOTAL,TOTAL,2755
2010,BG,FORD1,F,TOTAL,TOTAL,2871
2011,BG,FORD1,F,TOTAL,TOTAL,2966
2012,BG,FORD1,F,TOTAL,TOTAL,3070
2013,BG,FORD1,F,TOTAL,TOTAL,3039
2014,BG,FORD1,F,TOTAL,TOTAL,3159
2000,CZ,FORD1,F,TOTAL,TOTAL,5521
2001,CZ,FORD1,F,TOTAL,TOTAL,5386
2002,CZ,FORD1,F,TOTAL,TOTAL,5007
2003,CZ,FORD1,F,TOTAL,TOTAL,4371
2004,CZ,FORD1,F,TOTAL,TOTAL,4886
2005,CZ,FORD1,F,TOTAL,TOTAL,5424
2006,CZ,FORD1,F,TOTAL,TOTAL,5600
2007,CZ,FORD1,F,TOTAL,TOTAL,5644
2008,CZ,FORD1,F,TOTAL,TOTAL,5780
2009,CZ,FORD1,F,TOTAL,TOTAL,5939
2010,CZ,FORD1,F,TOTAL,TOTAL,6571
2011,CZ,FORD1,F,TOTAL,TOTAL,7580
2012,CZ,FORD1,F,TOTAL,TOTAL,8147
2013,CZ,FORD1,F,TOTAL,TOTAL,8689
2014,CZ,FORD1,F,TOTAL,TOTAL,9059
