TIME,GEO,UNIT,INDIC_IL,SEX,AGE,VALUE
2017,Spain,Euro,Mean equivalised net income,Females,Total,16249
2018,Spain,Euro,Mean equivalised net income,Females,Total,16695
2019,Spain,Euro,Mean equivalised net income,Females,Total,17131
2020,Spain,Euro,Mean equivalised net income,Females,Total,17900
2021,Spain,Euro,Mean equivalised net income,Females,Total,17937
2000,France,Euro,Mean equivalised net income,Females,Total,15786
2001,France,Euro,Mean equivalised net income,Females,Total,16237
2004,France,Euro,Mean equivalised net income,Females,Total,17263
2005,France,Euro,Mean equivalised net income,Females,Total,17890
2006,France,Euro,Mean equivalised net income,Females,Total,18054
2007,France,Euro,Mean equivalised net income,Females,Total,18088
2008,France,Euro,Mean equivalised net income,Females,Total,22053
2009,France,Euro,Mean equivalised net income,Females,Total,22750
2010,France,Euro,Mean equivalised net income,Females,Total,23053
2011,France,Euro,Mean equivalised net income,Females,Total,23472
2012,France,Euro,Mean equivalised net income,Females,Total,24113
2013,France,Euro,Mean equivalised net income,Females,Total,24336
2014,France,Euro,Mean equivalised net income,Females,Total,24190
2015,France,Euro,Mean equivalised net income,Females,Total,24630
2016,France,Euro,Mean equivalised net income,Females,Total,25059
2017,France,Euro,Mean equivalised net income,Females,Total,24985
2018,France,Euro,Mean equivalised net income,Females,Total,25324
2019,France,Euro,Mean equivalised net income,Females,Total,26084
2020,France,Euro,Mean equivalised net income,Females,Total,24964
2021,France,Euro,Mean equivalised net income,Females,Total,25545
2010,Croatia,Euro,Mean equivalised net income,Females,Total,6520
2011,Croatia,Euro,Mean equivalised net income,Females,Total,6106
2012,Croatia,Euro,Mean equivalised net income,Females,Total,5906
2013,Croatia,Euro,Mean equivalised net income,Females,Total,5745
2014,Croatia,Euro,Mean equivalised net income,Females,Total,5692
2015,Croatia,Euro,Mean equivalised net income,Females,Total,5974
2016,Croatia,Euro,Mean equivalised net income,Females,Total,6249
2017,Croatia,Euro,Mean equivalised net income,Females,Total,6737
2018,Croatia,Euro,Mean equivalised net income,Females,Total,7261
2019,Croatia,Euro,Mean equivalised net income,Females,Total,7998
2020,Croatia,Euro,Mean equivalised net income,Females,Total,8504
2021,Croatia,Euro,Mean equivalised net income,Females,Total,8745
2000,Italy,Euro,Mean equivalised net income,Females,Total,10787
2001,Italy,Euro,Mean equivalised net income,Females,Total,11152
2004,Italy,Euro,Mean equivalised net income,Females,Total,15455
2005,Italy,Euro,Mean equivalised net income,Females,Total,16092
2006,Italy,Euro,Mean equivalised net income,Females,Total,16262
2007,Italy,Euro,Mean equivalised net income,Females,Total,16821
2008,Italy,Euro,Mean equivalised net income,Females,Total,17192
2009,Italy,Euro,Mean equivalised net income,Females,Total,17457
2010,Italy,Euro,Mean equivalised net income,Females,Total,17726
2011,Italy,Euro,Mean equivalised net income,Females,Total,17671
2012,Italy,Euro,Mean equivalised net income,Females,Total,17824
2013,Italy,Euro,Mean equivalised net income,Females,Total,17477
2014,Italy,Euro,Mean equivalised net income,Females,Total,17501
2015,Italy,Euro,Mean equivalised net income,Females,Total,17511
2016,Italy,Euro,Mean equivalised net income,Females,Total,17898
2017,Italy,Euro,Mean equivalised net income,Females,Total,18335
2018,Italy,Euro,Mean equivalised net income,Females,Total,18855
2019,Italy,Euro,Mean equivalised net income,Females,Total,19124
2020,Italy,Euro,Mean equivalised net income,Females,Total,20049
2021,Italy,Euro,Mean equivalised net income,Females,Total,19910
2005,Cyprus,Euro,Mean equivalised net income,Females,Total,14960
2006,Cyprus,Euro,Mean equivalised net income,Females,Total,16325
2007,Cyprus,Euro,Mean equivalised net income,Females,Total,18294
2008,Cyprus,Euro,Mean equivalised net income,Females,Total,18232
2009,Cyprus,Euro,Mean equivalised net income,Females,Total,18559
2010,Cyprus,Euro,Mean equivalised net income,Females,Total,18620
2011,Cyprus,Euro,Mean equivalised net income,Females,Total,19224
2012,Cyprus,Euro,Mean equivalised net income,Females,Total,19872
2013,Cyprus,Euro,Mean equivalised net income,Females,Total,19082
2014,Cyprus,Euro,Mean equivalised net income,Females,Total,18278
2015,Cyprus,Euro,Mean equivalised net income,Females,Total,16756
2016,Cyprus,Euro,Mean equivalised net income,Females,Total,16785
2017,Cyprus,Euro,Mean equivalised net income,Females,Total,17066
2018,Cyprus,Euro,Mean equivalised net income,Females,Total,17434
2019,Cyprus,Euro,Mean equivalised net income,Females,Total,19173
2020,Cyprus,Euro,Mean equivalised net income,Females,Total,19091
2021,Cyprus,Euro,Mean equivalised net income,Females,Total,19319
2005,Latvia,Euro,Mean equivalised net income,Females,Total,2479
2006,Latvia,Euro,Mean equivalised net income,Females,Total,3101
2007,Latvia,Euro,Mean equivalised net income,Females,Total,3916
2008,Latvia,Euro,Mean equivalised net income,Females,Total,5599
2009,Latvia,Euro,Mean equivalised net income,Females,Total,6285
2010,Latvia,Euro,Mean equivalised net income,Females,Total,5407
2011,Latvia,Euro,Mean equivalised net income,Females,Total,5042
2012,Latvia,Euro,Mean equivalised net income,Females,Total,5343
2013,Latvia,Euro,Mean equivalised net income,Females,Total,5588
2014,Latvia,Euro,Mean equivalised net income,Females,Total,6157
2015,Latvia,Euro,Mean equivalised net income,Females,Total,6755
2016,Latvia,Euro,Mean equivalised net income,Females,Total,7354
2017,Latvia,Euro,Mean equivalised net income,Females,Total,7612
2018,Latvia,Euro,Mean equivalised net income,Females,Total,8439
2019,Latvia,Euro,Mean equivalised net income,Females,Total,9470
2020,Latvia,Euro,Mean equivalised net income,Females,Total,10202
2021,Latvia,Euro,Mean equivalised net income,Females,Total,10719
2005,Lithuania,Euro,Mean equivalised net income,Females,Total,2497
2006,Lithuania,Euro,Mean equivalised net income,Females,Total,2996
2007,Lithuania,Euro,Mean equivalised net income,Females,Total,3817
2008,Lithuania,Euro,Mean equivalised net income,Females,Total,4720
2009,Lithuania,Euro,Mean equivalised net income,Females,Total,5596
2010,Lithuania,Euro,Mean equivalised net income,Females,Total,4862
2011,Lithuania,Euro,Mean equivalised net income,Females,Total,4395
2012,Lithuania,Euro,Mean equivalised net income,Females,Total,4978
2013,Lithuania,Euro,Mean equivalised net income,Females,Total,5480
2014,Lithuania,Euro,Mean equivalised net income,Females,Total,5846
2015,Lithuania,Euro,Mean equivalised net income,Females,Total,6498
2016,Lithuania,Euro,Mean equivalised net income,Females,Total,6865
2017,Lithuania,Euro,Mean equivalised net income,Females,Total,7334
2018,Lithuania,Euro,Mean equivalised net income,Females,Total,8089
2019,Lithuania,Euro,Mean equivalised net income,Females,Total,8973
2020,Lithuania,Euro,Mean equivalised net income,Females,Total,10055
2021,Lithuania,Euro,Mean equivalised net income,Females,Total,11386
2000,Luxembourg,Euro,Mean equivalised net income,Females,Total,24936
2001,Luxembourg,Euro,Mean equivalised net income,Females,Total,25799
2003,Luxembourg,Euro,Mean equivalised net income,Females,Total,29092
2004,Luxembourg,Euro,Mean equivalised net income,Females,Total,30059
2005,Luxembourg,Euro,Mean equivalised net income,Females,Total,31469
2006,Luxembourg,Euro,Mean equivalised net income,Females,Total,32808
2007,Luxembourg,Euro,Mean equivalised net income,Females,Total,33534
2008,Luxembourg,Euro,Mean equivalised net income,Females,Total,34697
2009,Luxembourg,Euro,Mean equivalised net income,Females,Total,35772
2010,Luxembourg,Euro,Mean equivalised net income,Females,Total,35788
2011,Luxembourg,Euro,Mean equivalised net income,Females,Total,35901
2012,Luxembourg,Euro,Mean equivalised net income,Females,Total,36391
2013,Luxembourg,Euro,Mean equivalised net income,Females,Total,37623
2014,Luxembourg,Euro,Mean equivalised net income,Females,Total,38000
2015,Luxembourg,Euro,Mean equivalised net income,Females,Total,39260
2016,Luxembourg,Euro,Mean equivalised net income,Females,Total,37245
2017,Luxembourg,Euro,Mean equivalised net income,Females,Total,40480
2018,Luxembourg,Euro,Mean equivalised net income,Females,Total,39619
2019,Luxembourg,Euro,Mean equivalised net income,Females,Total,42225
2020,Luxembourg,Euro,Mean equivalised net income,Females,Total,43352
2021,Luxembourg,Euro,Mean equivalised net income,Females,Total,47605
2005,Hungary,Euro,Mean equivalised net income,Females,Total,3877
2006,Hungary,Euro,Mean equivalised net income,Females,Total,4560
2007,Hungary,Euro,Mean equivalised net income,Females,Total,4328
2008,Hungary,Euro,Mean equivalised net income,Females,Total,4762
2009,Hungary,Euro,Mean equivalised net income,Females,Total,5144
2010,Hungary,Euro,Mean equivalised net income,Females,Total,4587
2011,Hungary,Euro,Mean equivalised net income,Females,Total,4983
2012,Hungary,Euro,Mean equivalised net income,Females,Total,5163
2013,Hungary,Euro,Mean equivalised net income,Females,Total,4954
2014,Hungary,Euro,Mean equivalised net income,Females,Total,5063
2015,Hungary,Euro,Mean equivalised net income,Females,Total,5094
2016,Hungary,Euro,Mean equivalised net income,Females,Total,5297
2017,Hungary,Euro,Mean equivalised net income,Females,Total,5480
2018,Hungary,Euro,Mean equivalised net income,Females,Total,6054
2019,Hungary,Euro,Mean equivalised net income,Females,Total,6458
2020,Hungary,Euro,Mean equivalised net income,Females,Total,7158
2021,Hungary,Euro,Mean equivalised net income,Females,Total,7216
2005,Malta,Euro,Mean equivalised net income,Females,Total,9539
2006,Malta,Euro,Mean equivalised net income,Females,Total,9911
2007,Malta,Euro,Mean equivalised net income,Females,Total,10065
2008,Malta,Euro,Mean equivalised net income,Females,Total,10998
2009,Malta,Euro,Mean equivalised net income,Females,Total,11698
2010,Malta,Euro,Mean equivalised net income,Females,Total,11641
2011,Malta,Euro,Mean equivalised net income,Females,Total,11868
2012,Malta,Euro,Mean equivalised net income,Females,Total,12388
2013,Malta,Euro,Mean equivalised net income,Females,Total,13118
2014,Malta,Euro,Mean equivalised net income,Females,Total,14080
2015,Malta,Euro,Mean equivalised net income,Females,Total,14984
2016,Malta,Euro,Mean equivalised net income,Females,Total,15393
2017,Malta,Euro,Mean equivalised net income,Females,Total,16210
2018,Malta,Euro,Mean equivalised net income,Females,Total,16559
2019,Malta,Euro,Mean equivalised net income,Females,Total,17019
2020,Malta,Euro,Mean equivalised net income,Females,Total,19017
2021,Malta,Euro,Mean equivalised net income,Females,Total,19826
2000,Netherlands,Euro,Mean equivalised net income,Females,Total,14524
2001,Netherlands,Euro,Mean equivalised net income,Females,Total,15262
2005,Netherlands,Euro,Mean equivalised net income,Females,Total,18587
2006,Netherlands,Euro,Mean equivalised net income,Females,Total,19035
2007,Netherlands,Euro,Mean equivalised net income,Females,Total,20327
2008,Netherlands,Euro,Mean equivalised net income,Females,Total,21940
2009,Netherlands,Euro,Mean equivalised net income,Females,Total,22471
2010,Netherlands,Euro,Mean equivalised net income,Females,Total,22425
2011,Netherlands,Euro,Mean equivalised net income,Females,Total,22274
2012,Netherlands,Euro,Mean equivalised net income,Females,Total,22551
2013,Netherlands,Euro,Mean equivalised net income,Females,Total,22771
2014,Netherlands,Euro,Mean equivalised net income,Females,Total,22960
2015,Netherlands,Euro,Mean equivalised net income,Females,Total,23609
2016,Netherlands,Euro,Mean equivalised net income,Females,Total,25016
2017,Netherlands,Euro,Mean equivalised net income,Females,Total,25981
2018,Netherlands,Euro,Mean equivalised net income,Females,Total,26302
2019,Netherlands,Euro,Mean equivalised net income,Females,Total,26832
2020,Netherlands,Euro,Mean equivalised net income,Females,Total,28629
2021,Netherlands,Euro,Mean equivalised net income,Females,Total,30034
2022,Netherlands,Euro,Mean equivalised net income,Females,Total,31188
2000,Austria,Euro,Mean equivalised net income,Females,Total,15933
2001,Austria,Euro,Mean equivalised net income,Females,Total,15997
2003,Austria,Euro,Mean equivalised net income,Females,Total,17151
2004,Austria,Euro,Mean equivalised net income,Females,Total,18236
2005,Austria,Euro,Mean equivalised net income,Females,Total,19462
2006,Austria,Euro,Mean equivalised net income,Females,Total,19345
2007,Austria,Euro,Mean equivalised net income,Females,Total,19865
2008,Austria,Euro,Mean equivalised net income,Females,Total,21136
2009,Austria,Euro,Mean equivalised net income,Females,Total,22237
2010,Austria,Euro,Mean equivalised net income,Females,Total,22971
2011,Austria,Euro,Mean equivalised net income,Females,Total,23444
2012,Austria,Euro,Mean equivalised net income,Females,Total,23762
2013,Austria,Euro,Mean equivalised net income,Females,Total,23757
