GEO,UNIT,SEX,NACE_R2,ISCED11,VALUE
Germany,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),2139
Estonia,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1220
Ireland,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),2934
Spain,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1733
France,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),2290
Croatia,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),882
Italy,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),2235
Cyprus,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1486
Latvia,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),951
Lithuania,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),722
Luxembourg,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),3240
Hungary,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),622
Malta,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1741
Netherlands,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),2441
Poland,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),823
Romania,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),610
Slovenia,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1276
Slovakia,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),740
Finland,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),3054
Sweden,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),3102
Iceland,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),4363
Norway,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),3942
Switzerland,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),5280
United Kingdom,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),3093
North Macedonia,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),497
Serbia,Euro,Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),491
Bulgaria,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),782
Czechia,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1255
Denmark,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),2526
Germany,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),2002
Estonia,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1471
Ireland,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),2211
Spain,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1811
France,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),2016
Croatia,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1257
Italy,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),2160
Cyprus,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1652
Latvia,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1243
Lithuania,Purchasing power standard (PPS),Males,Industry construction and services (except activities of households as employers and extra-territorial organisations and bodies),Less than primary primary and lower secondary education (levels 0-2),1063
